cohort,rank,player,position,current_level,method,score,matched_on,disambiguated_by,mlbam_id,matched_name,mlb_debut_date
2024,59,Kyle Manzardo,1B,MLB,exact,1.0,full_name,unique,700932,Kyle Manzardo,2024-05-06
2024,60,Jace Jung,3B/2B,AAA,exact,1.0,full_name,unique,690291,Jace Jung,2024-08-16
2024,61,Aidan Miller,SS,AAA,exact,1.0,full_name,unique,805795,Aidan Miller,
2024,62,Jared Jones,RHP,MLB,exact_disambiguated,1.0,full_name,position,683003,Jared Jones,2024-03-30
2024,63,Joey Ortiz,INF,MLB,exact,1.0,full_name,unique,687401,Joey Ortiz,2023-04-27
2024,64,Tink Hence,RHP,AAA,exact,1.0,full_name,unique,693311,Tink Hence,
2024,65,Kevin Alcántara,OF,AAA,exact,1.0,full_name,unique,682634,Kevin Alcántara,2024-09-25
2024,66,Luisangel Acuña,SS/OF/2B,MLB,exact,1.0,full_name,unique,682668,Luisangel Acuña,2024-09-14
2024,67,Edwin Arroyo,SS/2B,AAA,exact,1.0,full_name,unique,695490,Edwin Arroyo,2026-06-01
2024,68,Jacob Wilson,SS,MLB,manual_override,1.0,full_name,curated,805779,Jacob Wilson,2024-07-19
2024,69,AJ Smith-Shawver,RHP,AA,exact,1.0,full_name,unique,700363,AJ Smith-Shawver,2023-06-04
2024,70,Connor Phillips,RHP,AAA,exact,1.0,full_name,unique,683175,Connor Phillips,2023-09-05
2024,71,Sebastian Walcott,SS/3B,AA,exact,1.0,full_name,unique,806964,Sebastian Walcott,
2024,72,Yanquiel Fernández,OF,AAA,exact,1.0,full_name,unique,692585,Yanquiel Fernández,2025-07-02
2024,73,James Triantos,2B/3B/OF,MLB,exact,1.0,full_name,unique,701649,James Triantos,2026-07-25
2024,74,Tommy Troy,2B/OF,MLB,exact,1.0,full_name,unique,694371,Tommy Troy,2026-05-24
2024,75,Dalton Rushing,C/OF,MLB,exact,1.0,full_name,unique,687221,Dalton Rushing,2025-05-15
2024,76,Ceddanne Rafaela,OF/SS,MLB,exact,1.0,full_name,unique,678882,Ceddanne Rafaela,2023-08-28
2024,77,Justin Crawford,OF,MLB,exact,1.0,full_name,unique,702222,Justin Crawford,2026-03-26
2024,78,Druw Jones,OF,AA,exact,1.0,full_name,unique,702258,Druw Jones,
2024,79,Gabriel Gonzalez,OF,AAA,exact,1.0,full_name,unique,694224,Gabriel Gonzalez,2026-05-22
2024,80,Nick Frasso,RHP,AAA,exact,1.0,full_name,unique,693308,Nick Frasso,
2024,81,Jordan Beck,OF,AAA,exact,1.0,full_name,unique,687597,Jordan Beck,2024-04-30
2024,82,Anthony Solometo,LHP,AA,exact,1.0,full_name,unique,696143,Anthony Solometo,
2024,83,Carson Whisenhunt,LHP,MLB,exact,1.0,full_name,unique,687931,Carson Whisenhunt,2025-07-28
2024,84,Spencer Jones,OF,MLB,exact,1.0,full_name,unique,682987,Spencer Jones,2026-05-08
2024,85,Drew Thorpe,RHP,AA,exact,1.0,full_name,unique,689672,Drew Thorpe,2024-06-11
2024,86,Roderick Arias,SS,A+,exact,1.0,full_name,unique,703149,Roderick Arias,
2024,87,Colt Emerson,SS,MLB,exact,1.0,full_name,unique,806068,Colt Emerson,2026-05-17
2024,88,Brock Porter,RHP,A+,exact,1.0,full_name,unique,702548,Brock Porter,
2024,89,Orelvis Martinez,2B/3B,AAA,exact,1.0,full_name,unique,682619,Orelvis Martinez,2024-06-21
2024,90,Hurston Waldrep,RHP,AAA,exact,1.0,full_name,unique,694462,Hurston Waldrep,2024-06-09
2024,91,Brayan Rocchio,SS/2B,MLB,exact,1.0,full_name,unique,677587,Brayan Rocchio,2023-05-16
2024,92,Chase Hampton,RHP,AA,exact,1.0,full_name,unique,694633,Chase Hampton,
2024,93,Bubba Chandler,RHP,MLB,exact,1.0,full_name,unique,696149,Bubba Chandler,2025-08-22
2024,94,Blake Mitchell,C,A+,exact,1.0,full_name,unique,805810,Blake Mitchell,
2024,95,Nolan Schanuel,1B,MLB,exact,1.0,full_name,unique,694384,Nolan Schanuel,2023-08-18
2024,96,Bryce Eldridge,1B,MLB,exact,1.0,full_name,unique,805811,Bryce Eldridge,2025-09-15
2024,97,Ryan Clifford,1B/OF,AAA,exact,1.0,full_name,unique,691775,Ryan Clifford,
2024,98,Chase Petty,RHP,AAA,exact,1.0,full_name,unique,695534,Chase Petty,2025-04-30
2024,99,Tekoah Roby,RHP,AAA,exact,1.0,full_name,unique,694358,Tekoah Roby,
2024,100,Daniel Espino,RHP,AAA,exact,1.0,full_name,unique,682982,Daniel Espino,2026-06-17
