mlbam_id,player,season,level,sport_id,group,pre_debut_truncated,verdict,detail,pa,bf,g,woba,fip,native_rate,savings9,raa_mlb,wsb,rep,pos_adj,age_years,base_war,age_credit_war,adj_war
800050,Chase DeLauter,2025,AAA,11,hitting,yes,scored,149 PA,149.0,0.0,34.0,0.372,,0.167,,1.7,0.0,5.1,-0.9,3.0,0.595,0.594,1.19
800050,Chase DeLauter,2025,ROK,16,hitting,yes,insufficient_sample,28 PA (need 40),28.0,0.0,8.0,,,,,,,,,,0.0,0.0,0.0
800060,Xavier Isaac,2022,ROK,16,hitting,,insufficient_sample,21 PA (need 40),21.0,0.0,5.0,,,,,,,,,,0.0,0.0,0.0
800060,Xavier Isaac,2023,A+,13,hitting,,scored,57 PA,57.0,0.0,12.0,0.563,,0.332,,4.0,0.2,1.9,-0.9,3.0,0.528,0.32,0.848
800060,Xavier Isaac,2023,A,14,hitting,,scored,376 PA,376.0,0.0,90.0,0.365,,0.172,,-14.0,1.0,12.8,-6.9,3.0,-0.716,1.702,0.986
800060,Xavier Isaac,2024,AA,12,hitting,,scored,133 PA,133.0,0.0,31.0,0.315,,0.126,,-4.2,-0.1,4.5,-2.4,3.0,-0.218,0.791,0.573
800060,Xavier Isaac,2024,A+,13,hitting,,scored,302 PA,302.0,0.0,71.0,0.39,,0.19,,-2.0,1.1,10.3,-5.5,3.0,0.395,1.615,2.01
800060,Xavier Isaac,2025,AA,12,hitting,,scored,175 PA,175.0,0.0,41.0,0.357,,0.16,,-1.7,-0.4,6.0,-3.2,3.0,0.071,1.03,1.102
800060,Xavier Isaac,2026,AA,12,hitting,,scored,344 PA,344.0,0.0,82.0,0.374,,0.174,,-0.2,1.6,11.8,-6.3,2.7,0.688,2.156,2.844
800611,Noble Meyer,2023,A,14,pitching,,insufficient_sample,34 BF (need 60),0.0,34.0,3.0,,,,,,,,,,0.0,0.0,0.0
800611,Noble Meyer,2023,ROK,16,pitching,,insufficient_sample,17 BF (need 60),0.0,17.0,2.0,,,,,,,,,,0.0,0.0,0.0
800611,Noble Meyer,2024,A+,13,pitching,,scored,"179 BF, 40.0 IP",0.0,179.0,11.0,,6.2,,-2.14,-13.3,,6.1,,3.0,-0.715,0.773,0.059
800611,Noble Meyer,2024,A,14,pitching,,scored,"141 BF, 34.0 IP",0.0,141.0,8.0,,4.23,,-0.07,-7.8,,4.8,,3.0,-0.3,0.555,0.256
800611,Noble Meyer,2025,A+,13,pitching,,scored,"296 BF, 65.3 IP",0.0,296.0,19.0,,4.11,,-0.03,-13.2,,10.1,,3.0,-0.312,1.263,0.951
800611,Noble Meyer,2026,A,14,pitching,,insufficient_sample,24 BF (need 60),0.0,24.0,3.0,,,,,,,,,,0.0,0.0,0.0
801403,Chase Dollander,2024,AA,12,pitching,,scored,"199 BF, 48.0 IP",0.0,199.0,9.0,,2.72,,1.22,-3.1,,6.8,,2.4,0.372,0.435,0.807
801403,Chase Dollander,2024,A+,13,pitching,,scored,"300 BF, 70.0 IP",0.0,300.0,14.0,,3.03,,1.03,-8.9,,10.2,,0.9,0.135,0.406,0.54
801403,Chase Dollander,2025,AAA,11,pitching,yes,insufficient_sample,19 BF (need 60),0.0,19.0,1.0,,,,,,,,,,0.0,0.0,0.0
805779,Jacob Wilson,2023,A+,13,hitting,,scored,99 PA,99.0,0.0,23.0,0.362,,0.165,,-2.6,0.2,3.4,1.1,2.4,0.207,0.446,0.653
805779,Jacob Wilson,2023,ROK,16,hitting,,insufficient_sample,12 PA (need 40),12.0,0.0,3.0,,,,,,,,,,0.0,0.0,0.0
805779,Jacob Wilson,2024,AAA,11,hitting,yes,scored,90 PA,90.0,0.0,19.0,0.46,,0.239,,6.2,0.0,3.1,0.9,3.0,1.02,0.362,1.382
805779,Jacob Wilson,2024,AA,12,hitting,yes,scored,93 PA,93.0,0.0,22.0,0.497,,0.277,,6.6,-0.0,3.2,1.0,2.8,1.083,0.521,1.604
805779,Jacob Wilson,2024,ROK,16,hitting,yes,insufficient_sample,17 PA (need 40),17.0,0.0,5.0,,,,,,,,,,0.0,0.0,0.0
805795,Aidan Miller,2023,A,14,hitting,,scored,44 PA,44.0,0.0,10.0,0.296,,0.115,,-2.9,0.2,1.5,0.5,3.0,-0.073,0.199,0.127
805795,Aidan Miller,2023,ROK,16,hitting,,insufficient_sample,36 PA (need 40),36.0,0.0,10.0,,,,,,,,,,0.0,0.0,0.0
805795,Aidan Miller,2024,AA,12,hitting,,insufficient_sample,22 PA (need 40),22.0,0.0,5.0,,,,,,,,,,0.0,0.0,0.0
805795,Aidan Miller,2024,A+,13,hitting,,scored,258 PA,258.0,0.0,58.0,0.347,,0.154,,-7.1,0.4,8.8,2.7,3.0,0.487,1.38,1.867
805795,Aidan Miller,2024,A,14,hitting,,scored,182 PA,182.0,0.0,39.0,0.385,,0.189,,-4.4,0.8,6.2,1.8,2.4,0.441,0.633,1.073
805795,Aidan Miller,2025,AAA,11,hitting,,insufficient_sample,37 PA (need 40),37.0,0.0,8.0,,,,,,,,,,0.0,0.0,0.0
805795,Aidan Miller,2025,AA,12,hitting,,scored,489 PA,489.0,0.0,108.0,0.358,,0.161,,-4.4,3.2,16.7,5.0,3.0,2.052,2.879,4.931
805805,Walker Jenkins,2023,A,14,hitting,,scored,56 PA,56.0,0.0,12.0,0.448,,0.241,,-0.2,-0.0,1.9,-0.3,3.0,0.139,0.253,0.393
805805,Walker Jenkins,2023,ROK,16,hitting,,scored,59 PA,59.0,0.0,14.0,0.396,,0.207,,-3.0,-0.0,2.0,-0.4,2.2,-0.138,0.169,0.03
805805,Walker Jenkins,2024,AA,12,hitting,,insufficient_sample,28 PA (need 40),28.0,0.0,6.0,,,,,,,,,,0.0,0.0,0.0
805805,Walker Jenkins,2024,A+,13,hitting,,scored,152 PA,152.0,0.0,34.0,0.373,,0.176,,-2.3,0.5,5.2,-0.9,3.0,0.25,0.813,1.063
805805,Walker Jenkins,2024,A,14,hitting,,scored,151 PA,151.0,0.0,33.0,0.363,,0.172,,-5.0,0.2,5.2,-0.9,3.0,-0.048,0.653,0.605
805805,Walker Jenkins,2024,ROK,16,hitting,,insufficient_sample,37 PA (need 40),37.0,0.0,9.0,,,,,,,,,,0.0,0.0,0.0
805805,Walker Jenkins,2025,AAA,11,hitting,,scored,102 PA,102.0,0.0,23.0,0.316,,0.12,,-2.5,0.6,3.5,-0.6,3.0,0.102,0.407,0.509
805805,Walker Jenkins,2025,AA,12,hitting,,scored,235 PA,235.0,0.0,52.0,0.397,,0.193,,3.1,0.7,8.0,-1.3,3.0,1.046,1.384,2.43
805805,Walker Jenkins,2025,A,14,hitting,,insufficient_sample,31 PA (need 40),31.0,0.0,8.0,,,,,,,,,,0.0,0.0,0.0
805805,Walker Jenkins,2025,ROK,16,hitting,,insufficient_sample,3 PA (need 40),3.0,0.0,1.0,,,,,,,,,,0.0,0.0,0.0
805805,Walker Jenkins,2026,AAA,11,hitting,,scored,223 PA,223.0,0.0,51.0,0.356,,0.153,,0.2,0.9,7.6,-1.3,3.0,0.738,0.912,1.65
805805,Walker Jenkins,2026,A+,13,hitting,,insufficient_sample,12 PA (need 40),12.0,0.0,3.0,,,,,,,,,,0.0,0.0,0.0
805805,Walker Jenkins,2026,A,14,hitting,,insufficient_sample,5 PA (need 40),5.0,0.0,1.0,,,,,,,,,,0.0,0.0,0.0
805810,Blake Mitchell,2023,ROK,16,hitting,,scored,52 PA,52.0,0.0,13.0,0.319,,0.143,,-3.8,0.1,1.8,1.0,1.7,-0.095,0.112,0.017
805810,Blake Mitchell,2024,A+,13,hitting,,insufficient_sample,20 PA (need 40),20.0,0.0,5.0,,,,,,,,,,0.0,0.0,0.0
805810,Blake Mitchell,2024,A,14,hitting,,scored,466 PA,466.0,0.0,106.0,0.357,,0.166,,-16.6,1.0,15.9,8.2,2.6,0.852,1.721,2.574
805810,Blake Mitchell,2025,A+,13,hitting,,scored,216 PA,216.0,0.0,49.0,0.311,,0.124,,-10.0,0.1,7.4,3.8,2.7,0.123,1.035,1.157
805810,Blake Mitchell,2025,ROK,16,hitting,,insufficient_sample,39 PA (need 40),39.0,0.0,11.0,,,,,,,,,,0.0,0.0,0.0
805810,Blake Mitchell,2026,A+,13,hitting,,scored,386 PA,386.0,0.0,87.0,0.384,,0.183,,-4.9,1.6,13.2,6.7,1.8,1.657,1.501,3.158
805811,Bryce Eldridge,2023,A,14,hitting,,scored,69 PA,69.0,0.0,15.0,0.355,,0.164,,-2.9,0.1,2.4,-1.2,3.0,-0.155,0.312,0.157
805811,Bryce Eldridge,2023,ROK,16,hitting,,scored,61 PA,61.0,0.0,16.0,0.425,,0.231,,-2.6,0.0,2.1,-1.2,1.9,-0.179,0.148,-0.031
805811,Bryce Eldridge,2024,AAA,11,hitting,,insufficient_sample,35 PA (need 40),35.0,0.0,8.0,,,,,,,,,,0.0,0.0,0.0
805811,Bryce Eldridge,2024,AA,12,hitting,,scored,40 PA,40.0,0.0,9.0,0.327,,0.136,,-1.0,0.1,1.4,-0.7,3.0,-0.018,0.238,0.22
805811,Bryce Eldridge,2024,A+,13,hitting,,scored,215 PA,215.0,0.0,48.0,0.44,,0.232,,3.8,0.3,7.3,-3.7,3.0,0.778,1.15,1.928
805811,Bryce Eldridge,2024,A,14,hitting,,scored,229 PA,229.0,0.0,51.0,0.34,,0.153,,-9.7,0.2,7.8,-3.9,2.8,-0.558,0.916,0.358
805811,Bryce Eldridge,2025,AAA,11,hitting,yes,scored,286 PA,286.0,0.0,66.0,0.349,,0.147,,-1.0,0.2,9.8,-5.1,3.0,0.387,1.141,1.528
805811,Bryce Eldridge,2025,AA,12,hitting,yes,scored,140 PA,140.0,0.0,34.0,0.365,,0.166,,-0.7,-0.3,4.8,-2.6,3.0,0.118,0.824,0.943
805811,Bryce Eldridge,2025,ROK,16,hitting,yes,insufficient_sample,7 PA (need 40),7.0,0.0,2.0,,,,,,,,,,0.0,0.0,0.0
806068,Colt Emerson,2023,A,14,hitting,,scored,79 PA,79.0,0.0,16.0,0.393,,0.195,,-2.1,0.4,2.7,0.7,3.0,0.177,0.358,0.534
806068,Colt Emerson,2023,ROK,16,hitting,,insufficient_sample,35 PA (need 40),35.0,0.0,8.0,,,,,,,,,,0.0,0.0,0.0
806068,Colt Emerson,2024,A+,13,hitting,,scored,139 PA,139.0,0.0,29.0,0.297,,0.113,,-7.2,0.8,4.7,1.3,3.0,-0.026,0.743,0.717
806068,Colt Emerson,2024,A,14,hitting,,scored,193 PA,193.0,0.0,40.0,0.388,,0.192,,-4.4,0.4,6.6,1.9,3.0,0.44,0.835,1.275
806068,Colt Emerson,2024,ROK,16,hitting,,insufficient_sample,4 PA (need 40),4.0,0.0,1.0,,,,,,,,,,0.0,0.0,0.0
806068,Colt Emerson,2025,AAA,11,hitting,,insufficient_sample,27 PA (need 40),27.0,0.0,6.0,,,,,,,,,,0.0,0.0,0.0
806068,Colt Emerson,2025,AA,12,hitting,,scored,161 PA,161.0,0.0,34.0,0.343,,0.148,,-2.8,1.0,5.5,1.6,3.0,0.526,0.948,1.474
806068,Colt Emerson,2025,A+,13,hitting,,scored,412 PA,412.0,0.0,90.0,0.366,,0.169,,-8.2,-0.3,14.1,4.2,3.0,0.975,2.192,3.166
806068,Colt Emerson,2026,AAA,11,hitting,yes,scored,169 PA,169.0,0.0,38.0,0.35,,0.149,,-0.5,0.6,5.8,1.8,3.0,0.765,0.691,1.456
806956,Ethan Salas,2023,AA,12,hitting,,insufficient_sample,33 PA (need 40),33.0,0.0,9.0,,,,,,,,,,0.0,0.0,0.0
806956,Ethan Salas,2023,A+,13,hitting,,insufficient_sample,37 PA (need 40),37.0,0.0,9.0,,,,,,,,,,0.0,0.0,0.0
806956,Ethan Salas,2023,A,14,hitting,,scored,220 PA,220.0,0.0,48.0,0.357,,0.166,,-8.9,0.1,7.5,3.7,3.0,0.241,0.996,1.237
806956,Ethan Salas,2024,A+,13,hitting,,scored,469 PA,469.0,0.0,111.0,0.268,,0.089,,-30.7,0.4,16.0,8.6,3.0,-0.566,2.509,1.943
806956,Ethan Salas,2025,AA,12,hitting,,scored,41 PA,41.0,0.0,10.0,0.264,,0.083,,-2.5,0.3,1.4,0.8,3.0,-0.01,0.241,0.232
806956,Ethan Salas,2026,AAA,11,hitting,,insufficient_sample,15 PA (need 40),15.0,0.0,3.0,,,,,,,,,,0.0,0.0,0.0
806956,Ethan Salas,2026,AA,12,hitting,,scored,300 PA,300.0,0.0,72.0,0.337,,0.144,,-6.3,0.2,10.2,5.6,3.0,0.969,2.095,3.064
806964,Sebastian Walcott,2023,A+,13,hitting,,insufficient_sample,16 PA (need 40),16.0,0.0,4.0,,,,,,,,,,0.0,0.0,0.0
806964,Sebastian Walcott,2023,ROK,16,hitting,,scored,157 PA,157.0,0.0,35.0,0.357,,0.174,,-9.8,-0.1,5.4,1.6,3.0,-0.292,0.607,0.315
806964,Sebastian Walcott,2024,AA,12,hitting,,insufficient_sample,24 PA (need 40),24.0,0.0,5.0,,,,,,,,,,0.0,0.0,0.0
806964,Sebastian Walcott,2024,A+,13,hitting,,scored,491 PA,491.0,0.0,116.0,0.339,,0.148,,-15.3,1.1,16.8,5.4,3.0,0.795,2.626,3.421
806964,Sebastian Walcott,2025,AA,12,hitting,,scored,552 PA,552.0,0.0,124.0,0.33,,0.137,,-13.7,1.6,18.9,5.7,3.0,1.244,3.25,4.495
806964,Sebastian Walcott,2026,AA,12,hitting,,scored,53 PA,53.0,0.0,12.0,0.417,,0.209,,1.3,0.4,1.8,0.6,3.0,0.403,0.37,0.773
806964,Sebastian Walcott,2026,ROK,16,hitting,,insufficient_sample,7 PA (need 40),7.0,0.0,2.0,,,,,,,,,,0.0,0.0,0.0
807713,Matt Shaw,2023,AA,12,hitting,,scored,70 PA,70.0,0.0,15.0,0.358,,0.159,,-1.0,0.5,2.4,0.4,3.0,0.235,0.465,0.7
807713,Matt Shaw,2023,A+,13,hitting,,scored,89 PA,89.0,0.0,20.0,0.454,,0.241,,1.6,0.6,3.0,0.5,2.0,0.575,0.335,0.91
807713,Matt Shaw,2023,ROK,16,hitting,,insufficient_sample,11 PA (need 40),11.0,0.0,3.0,,,,,,,,,,0.0,0.0,0.0
807713,Matt Shaw,2024,AAA,11,hitting,,scored,152 PA,152.0,0.0,35.0,0.399,,0.188,,4.5,-0.0,5.2,0.9,3.0,1.059,0.612,1.671
807713,Matt Shaw,2024,AA,12,hitting,,scored,371 PA,371.0,0.0,86.0,0.363,,0.166,,-1.6,1.2,12.7,2.2,2.4,1.444,1.787,3.231
