mlbam_id,player,season,level,sport_id,group,pre_debut_truncated,verdict,detail,pa,bf,g,woba,fip,native_rate,savings9,raa_mlb,wsb,rep,pos_adj,age_years,base_war,age_credit_war,adj_war
696143,Anthony Solometo,2023,A+,13,pitching,,scored,"234 BF, 58.7 IP",0.0,234.0,12.0,,3.03,,1.29,-6.9,,8.0,,3.0,0.106,1.134,1.24
696143,Anthony Solometo,2024,AA,12,pitching,,scored,"269 BF, 58.7 IP",0.0,269.0,20.0,,5.49,,-1.56,-16.1,,9.2,,3.0,-0.688,0.665,-0.023
696143,Anthony Solometo,2024,A,14,pitching,,insufficient_sample,34 BF (need 60),0.0,34.0,2.0,,,,,,,,,,0.0,0.0,0.0
696143,Anthony Solometo,2024,ROK,16,pitching,,insufficient_sample,11 BF (need 60),0.0,11.0,1.0,,,,,,,,,,0.0,0.0,0.0
696143,Anthony Solometo,2025,AA,12,pitching,,insufficient_sample,36 BF (need 60),0.0,36.0,2.0,,,,,,,,,,0.0,0.0,0.0
696143,Anthony Solometo,2025,A,14,pitching,,insufficient_sample,6 BF (need 60),0.0,6.0,1.0,,,,,,,,,,0.0,0.0,0.0
696143,Anthony Solometo,2026,AA,12,pitching,,insufficient_sample,13 BF (need 60),0.0,13.0,2.0,,,,,,,,,,0.0,0.0,0.0
696149,Bubba Chandler,2022,A,14,pitching,,scored,"114 BF, 26.0 IP",0.0,114.0,8.0,,5.09,,-0.64,-6.0,,3.9,,2.8,-0.215,0.396,0.181
696149,Bubba Chandler,2022,ROK,16,pitching,,insufficient_sample,59 BF (need 60),0.0,59.0,6.0,,,,,,,,,,0.0,0.0,0.0
696149,Bubba Chandler,2023,AA,12,pitching,,insufficient_sample,16 BF (need 60),0.0,16.0,1.0,,,,,,,,,,0.0,0.0,0.0
696149,Bubba Chandler,2023,A+,13,pitching,,scored,"468 BF, 106.0 IP",0.0,468.0,24.0,,4.9,,-0.58,-25.3,,16.0,,2.9,-0.932,1.958,1.026
696149,Bubba Chandler,2024,AAA,11,pitching,,scored,"159 BF, 39.3 IP",0.0,159.0,7.0,,2.86,,2.11,6.5,,5.4,,3.0,1.191,0.256,1.446
696149,Bubba Chandler,2024,AA,12,pitching,,scored,"320 BF, 80.3 IP",0.0,320.0,19.0,,3.24,,0.7,-8.3,,10.9,,3.0,0.262,0.91,1.173
696149,Bubba Chandler,2025,AAA,11,pitching,yes,scored,"442 BF, 100.0 IP",0.0,442.0,24.0,,4.03,,0.89,4.7,,15.1,,3.0,1.977,0.65,2.627
700246,Carson Williams,2021,ROK,16,hitting,,scored,47 PA,47.0,0.0,11.0,0.372,,0.187,,-2.7,-0.1,1.6,0.5,2.6,-0.073,0.146,0.074
700246,Carson Williams,2022,A,14,hitting,,scored,523 PA,523.0,0.0,113.0,0.352,,0.161,,-18.6,0.7,17.9,5.2,3.0,0.525,2.387,2.912
700246,Carson Williams,2023,AAA,11,hitting,,insufficient_sample,15 PA (need 40),15.0,0.0,4.0,,,,,,,,,,0.0,0.0,0.0
700246,Carson Williams,2023,AA,12,hitting,,insufficient_sample,26 PA (need 40),26.0,0.0,6.0,,,,,,,,,,0.0,0.0,0.0
700246,Carson Williams,2023,A+,13,hitting,,scored,462 PA,462.0,0.0,105.0,0.366,,0.168,,-11.2,-0.2,15.8,4.9,3.0,0.932,2.593,3.525
700246,Carson Williams,2024,AA,12,hitting,,scored,505 PA,505.0,0.0,115.0,0.353,,0.158,,-5.0,1.4,17.3,5.3,3.0,1.903,3.004,4.907
700246,Carson Williams,2025,AAA,11,hitting,yes,scored,451 PA,451.0,0.0,111.0,0.33,,0.132,,-6.8,1.5,15.4,5.1,3.0,1.527,1.799,3.326
700363,AJ Smith-Shawver,2021,ROK,16,pitching,,insufficient_sample,38 BF (need 60),0.0,38.0,4.0,,,,,,,,,,0.0,0.0,0.0
700363,AJ Smith-Shawver,2022,A,14,pitching,,scored,"299 BF, 68.7 IP",0.0,299.0,17.0,,3.5,,0.95,-10.0,,10.2,,3.0,0.02,1.114,1.134
700363,AJ Smith-Shawver,2023,AAA,11,pitching,yes,insufficient_sample,47 BF (need 60),0.0,47.0,2.0,,,,,,,,,,0.0,0.0,0.0
700363,AJ Smith-Shawver,2023,AA,12,pitching,yes,insufficient_sample,29 BF (need 60),0.0,29.0,2.0,,,,,,,,,,0.0,0.0,0.0
700363,AJ Smith-Shawver,2023,A+,13,pitching,yes,insufficient_sample,52 BF (need 60),0.0,52.0,3.0,,,,,,,,,,0.0,0.0,0.0
700669,Gordon Graceffo,2021,A,14,pitching,,scored,"116 BF, 26.0 IP",0.0,116.0,11.0,,2.9,,1.73,-3.2,,4.0,,1.3,0.081,0.181,0.262
700669,Gordon Graceffo,2022,AA,12,pitching,,scored,"379 BF, 93.7 IP",0.0,379.0,18.0,,4.88,,-0.2,-9.6,,12.9,,2.7,0.334,0.97,1.304
700669,Gordon Graceffo,2022,A+,13,pitching,,scored,"165 BF, 45.7 IP",0.0,165.0,8.0,,1.8,,2.52,-0.0,,5.6,,1.3,0.559,0.386,0.945
700669,Gordon Graceffo,2023,AAA,11,pitching,,scored,"387 BF, 86.0 IP",0.0,387.0,21.0,,4.81,,0.54,3.1,,13.2,,3.0,1.637,0.559,2.196
700669,Gordon Graceffo,2024,AAA,11,pitching,yes,scored,"327 BF, 75.0 IP",0.0,327.0,14.0,,4.58,,0.39,1.2,,11.2,,3.0,1.233,0.487,1.721
700932,Kyle Manzardo,2021,ROK,16,hitting,,scored,50 PA,50.0,0.0,13.0,0.445,,0.248,,-1.8,0.0,1.7,-1.0,-0.4,-0.113,-0.022,-0.135
700932,Kyle Manzardo,2022,AA,12,hitting,,scored,122 PA,122.0,0.0,30.0,0.402,,0.194,,2.2,-0.1,4.2,-2.3,3.0,0.388,0.826,1.214
700932,Kyle Manzardo,2022,A+,13,hitting,,scored,275 PA,275.0,0.0,63.0,0.447,,0.236,,6.2,0.0,9.4,-4.9,1.6,1.074,0.85,1.923
700932,Kyle Manzardo,2023,AAA,11,hitting,,scored,405 PA,405.0,0.0,94.0,0.35,,0.145,,-3.5,-0.2,13.8,-7.3,3.0,0.295,1.716,2.011
700932,Kyle Manzardo,2023,ROK,16,hitting,,insufficient_sample,10 PA (need 40),10.0,0.0,3.0,,,,,,,,,,0.0,0.0,0.0
700932,Kyle Manzardo,2024,AAA,11,hitting,yes,scored,128 PA,128.0,0.0,29.0,0.414,,0.201,,5.1,0.0,4.4,-2.2,3.0,0.722,0.515,1.237
701327,Elijah Green,2022,ROK,16,hitting,,scored,52 PA,52.0,0.0,12.0,0.4,,0.209,,-2.2,0.1,1.8,-0.3,2.1,-0.071,0.128,0.057
701327,Elijah Green,2023,A,14,hitting,,scored,332 PA,332.0,0.0,75.0,0.288,,0.109,,-22.7,1.9,11.3,-1.9,3.0,-1.142,1.502,0.361
701327,Elijah Green,2023,ROK,16,hitting,,insufficient_sample,29 PA (need 40),29.0,0.0,8.0,,,,,,,,,,0.0,0.0,0.0
701327,Elijah Green,2024,A,14,hitting,,scored,468 PA,468.0,0.0,106.0,0.287,,0.108,,-30.0,3.2,16.0,-2.7,1.9,-1.35,1.279,-0.071
701327,Elijah Green,2025,A+,13,hitting,,scored,140 PA,140.0,0.0,35.0,0.246,,0.07,,-10.9,0.6,4.8,-0.9,2.0,-0.642,0.505,-0.137
701327,Elijah Green,2025,A,14,hitting,,scored,113 PA,113.0,0.0,26.0,0.291,,0.111,,-7.2,0.5,3.9,-0.7,0.8,-0.352,0.139,-0.213
701327,Elijah Green,2025,ROK,16,hitting,,scored,78 PA,78.0,0.0,20.0,0.442,,0.244,,-2.7,0.4,2.7,-0.5,-1.2,-0.018,-0.121,-0.139
701327,Elijah Green,2026,A+,13,hitting,,scored,373 PA,373.0,0.0,89.0,0.314,,0.124,,-17.4,2.4,12.7,-2.3,1.2,-0.456,0.924,0.467
701350,Roman Anthony,2022,A,14,hitting,,scored,43 PA,43.0,0.0,10.0,0.241,,0.069,,-3.5,0.0,1.5,-0.3,3.0,-0.225,0.196,-0.029
701350,Roman Anthony,2022,ROK,16,hitting,,scored,40 PA,40.0,0.0,10.0,0.419,,0.225,,-1.5,0.1,1.4,-0.3,2.5,-0.034,0.119,0.086
701350,Roman Anthony,2023,AA,12,hitting,,scored,44 PA,44.0,0.0,10.0,0.442,,0.229,,1.5,0.4,1.5,-0.3,3.0,0.313,0.292,0.605
701350,Roman Anthony,2023,A+,13,hitting,,scored,245 PA,245.0,0.0,54.0,0.417,,0.21,,0.1,-0.0,8.4,-1.4,3.0,0.703,1.375,2.078
701350,Roman Anthony,2023,A,14,hitting,,scored,202 PA,202.0,0.0,42.0,0.321,,0.136,,-11.2,-0.1,6.9,-1.1,3.0,-0.552,0.914,0.363
701350,Roman Anthony,2024,AAA,11,hitting,,scored,164 PA,164.0,0.0,35.0,0.425,,0.21,,7.7,0.1,5.6,-0.9,3.0,1.251,0.66,1.911
701350,Roman Anthony,2024,AA,12,hitting,,scored,376 PA,376.0,0.0,84.0,0.367,,0.169,,-0.8,0.8,12.8,-2.2,3.0,1.061,2.237,3.297
701350,Roman Anthony,2025,AAA,11,hitting,yes,scored,265 PA,265.0,0.0,58.0,0.397,,0.187,,7.4,-0.5,9.1,-1.5,3.0,1.448,1.057,2.505
701538,Jackson Merrill,2021,ROK,16,hitting,,scored,120 PA,120.0,0.0,31.0,0.317,,0.141,,-8.8,0.2,4.1,1.4,2.4,-0.303,0.347,0.044
701538,Jackson Merrill,2022,A,14,hitting,,scored,219 PA,219.0,0.0,45.0,0.377,,0.181,,-5.6,-0.2,7.5,2.1,3.0,0.377,0.999,1.377
701538,Jackson Merrill,2022,ROK,16,hitting,,insufficient_sample,31 PA (need 40),31.0,0.0,10.0,,,,,,,,,,0.0,0.0,0.0
701538,Jackson Merrill,2023,AA,12,hitting,,scored,211 PA,211.0,0.0,46.0,0.337,,0.141,,-5.5,0.4,7.2,2.1,3.0,0.424,1.4,1.824
701538,Jackson Merrill,2023,A+,13,hitting,,scored,300 PA,300.0,0.0,68.0,0.326,,0.136,,-13.0,0.4,10.2,3.1,3.0,0.088,1.684,1.772
701649,James Triantos,2021,ROK,16,hitting,,scored,109 PA,109.0,0.0,25.0,0.407,,0.216,,-5.2,-0.2,3.7,0.4,2.2,-0.128,0.286,0.159
701649,James Triantos,2022,A,14,hitting,,scored,504 PA,504.0,0.0,113.0,0.317,,0.132,,-25.0,1.4,17.2,1.7,3.0,-0.473,2.3,1.827
701649,James Triantos,2023,AA,12,hitting,,insufficient_sample,13 PA (need 40),13.0,0.0,3.0,,,,,,,,,,0.0,0.0,0.0
701649,James Triantos,2023,A+,13,hitting,,scored,350 PA,350.0,0.0,80.0,0.333,,0.141,,-14.1,0.9,12.0,1.2,3.0,0.001,1.965,1.966
701649,James Triantos,2024,AAA,11,hitting,,scored,94 PA,94.0,0.0,26.0,0.323,,0.125,,-1.8,0.8,3.2,0.4,3.0,0.254,0.378,0.632
701649,James Triantos,2024,AA,12,hitting,,scored,391 PA,391.0,0.0,89.0,0.338,,0.145,,-7.3,3.2,13.4,1.4,3.0,1.066,2.326,3.392
701649,James Triantos,2025,AAA,11,hitting,,scored,444 PA,444.0,0.0,102.0,0.301,,0.108,,-15.2,1.2,15.2,1.6,3.0,0.275,1.771,2.045
701649,James Triantos,2025,A+,13,hitting,,insufficient_sample,36 PA (need 40),36.0,0.0,8.0,,,,,,,,,,0.0,0.0,0.0
701649,James Triantos,2026,AAA,11,hitting,yes,scored,378 PA,378.0,0.0,88.0,0.338,,0.139,,-4.1,1.2,12.9,1.4,3.0,1.141,1.546,2.687
702222,Justin Crawford,2022,A,14,hitting,,insufficient_sample,23 PA (need 40),23.0,0.0,5.0,,,,,,,,,,0.0,0.0,0.0
702222,Justin Crawford,2022,ROK,16,hitting,,scored,43 PA,43.0,0.0,11.0,0.34,,0.159,,-2.6,0.1,1.5,-0.3,2.2,-0.128,0.111,-0.016
702222,Justin Crawford,2023,A+,13,hitting,,scored,82 PA,82.0,0.0,18.0,0.346,,0.152,,-2.8,0.6,2.8,-0.5,3.0,0.015,0.46,0.475
702222,Justin Crawford,2023,A,14,hitting,,scored,308 PA,308.0,0.0,69.0,0.378,,0.183,,-9.9,2.5,10.5,-1.8,3.0,0.138,1.394,1.532
702222,Justin Crawford,2024,AA,12,hitting,,scored,180 PA,180.0,0.0,40.0,0.363,,0.166,,-0.8,1.8,6.1,-1.0,3.0,0.612,1.071,1.683
702222,Justin Crawford,2024,A+,13,hitting,,scored,317 PA,317.0,0.0,70.0,0.341,,0.15,,-9.5,1.2,10.8,-1.8,3.0,0.077,1.696,1.772
702222,Justin Crawford,2025,AAA,11,hitting,,scored,506 PA,506.0,0.0,112.0,0.379,,0.172,,8.2,3.7,17.3,-2.9,3.0,2.627,2.018,4.645
702253,Cam Collier,2022,ROK,16,hitting,,insufficient_sample,35 PA (need 40),35.0,0.0,9.0,,,,,,,,,,0.0,0.0,0.0
702253,Cam Collier,2023,A,14,hitting,,scored,461 PA,461.0,0.0,111.0,0.317,,0.132,,-26.3,0.3,15.8,-8.6,3.0,-1.883,2.086,0.203
702253,Cam Collier,2024,A+,13,hitting,,scored,507 PA,507.0,0.0,119.0,0.347,,0.154,,-13.9,-0.0,17.3,-9.2,3.0,-0.58,2.712,2.132
702253,Cam Collier,2025,AA,12,hitting,,scored,308 PA,308.0,0.0,74.0,0.327,,0.135,,-8.1,-0.3,10.5,-5.7,3.0,-0.353,1.814,1.461
702253,Cam Collier,2025,A+,13,hitting,,scored,46 PA,46.0,0.0,11.0,0.346,,0.153,,-1.4,0.0,1.6,-0.8,3.0,-0.064,0.245,0.181
702253,Cam Collier,2025,ROK,16,hitting,,scored,42 PA,42.0,0.0,10.0,0.491,,0.286,,-0.9,0.1,1.4,-0.8,-0.3,-0.015,-0.014,-0.029
702253,Cam Collier,2026,AA,12,hitting,,scored,418 PA,418.0,0.0,98.0,0.3,,0.113,,-17.6,0.1,14.3,-7.6,3.0,-1.07,2.919,1.849
702258,Druw Jones,2023,A,14,hitting,,scored,131 PA,131.0,0.0,29.0,0.326,,0.14,,-7.0,0.2,4.5,-0.8,3.0,-0.308,0.593,0.285
702258,Druw Jones,2023,ROK,16,hitting,,scored,42 PA,42.0,0.0,12.0,0.263,,0.097,,-3.7,0.1,1.4,-0.3,1.0,-0.255,0.054,-0.202
702258,Druw Jones,2024,A,14,hitting,,scored,471 PA,471.0,0.0,109.0,0.363,,0.171,,-15.6,0.9,16.1,-2.8,1.9,-0.15,1.276,1.127
702258,Druw Jones,2025,A+,13,hitting,,scored,545 PA,545.0,0.0,123.0,0.308,,0.121,,-26.1,2.3,18.6,-3.2,2.0,-0.836,1.951,1.115
702258,Druw Jones,2026,AA,12,hitting,,scored,358 PA,358.0,0.0,82.0,0.332,,0.139,,-8.6,1.0,12.2,-2.1,2.6,0.252,2.2,2.452
702261,Termarr Johnson,2022,A,14,hitting,,scored,53 PA,53.0,0.0,14.0,0.363,,0.17,,-1.6,0.2,1.8,0.2,3.0,0.057,0.242,0.299
702261,Termarr Johnson,2022,ROK,16,hitting,,insufficient_sample,29 PA (need 40),29.0,0.0,9.0,,,,,,,,,,0.0,0.0,0.0
702261,Termarr Johnson,2023,A+,13,hitting,,scored,132 PA,132.0,0.0,30.0,0.381,,0.181,,-2.3,0.3,4.5,0.5,3.0,0.307,0.741,1.048
702261,Termarr Johnson,2023,A,14,hitting,,scored,330 PA,330.0,0.0,75.0,0.383,,0.188,,-9.8,0.3,11.3,1.2,3.0,0.287,1.493,1.781
702261,Termarr Johnson,2024,AA,12,hitting,,scored,57 PA,57.0,0.0,14.0,0.301,,0.114,,-2.2,-0.0,1.9,0.2,3.0,-0.008,0.339,0.331
702261,Termarr Johnson,2024,A+,13,hitting,,scored,487 PA,487.0,0.0,110.0,0.34,,0.149,,-14.9,1.4,16.6,1.7,3.0,0.479,2.605,3.083
702261,Termarr Johnson,2025,AA,12,hitting,,scored,503 PA,503.0,0.0,119.0,0.331,,0.138,,-12.2,-0.6,17.2,1.8,3.0,0.616,2.962,3.578
702261,Termarr Johnson,2026,AAA,11,hitting,,scored,381 PA,381.0,0.0,89.0,0.303,,0.11,,-12.7,1.7,13.0,1.4,3.0,0.341,1.558,1.899
702266,Dylan Lesko,2023,A+,13,pitching,,insufficient_sample,53 BF (need 60),0.0,53.0,3.0,,,,,,,,,,0.0,0.0,0.0
702266,Dylan Lesko,2023,A,14,pitching,,scored,"68 BF, 16.0 IP",0.0,68.0,5.0,,3.65,,0.78,-3.1,,2.3,,2.8,-0.081,0.243,0.162
702266,Dylan Lesko,2023,ROK,16,pitching,,insufficient_sample,24 BF (need 60),0.0,24.0,4.0,,,,,,,,,,0.0,0.0,0.0
702266,Dylan Lesko,2024,A+,13,pitching,,scored,"390 BF, 84.0 IP",0.0,390.0,22.0,,6.31,,-2.25,-28.4,,13.3,,2.8,-1.512,1.496,-0.016
702266,Dylan Lesko,2025,A+,13,pitching,,insufficient_sample,21 BF (need 60),0.0,21.0,4.0,,,,,,,,,,0.0,0.0,0.0
702266,Dylan Lesko,2025,A,14,pitching,,scored,"60 BF, 10.3 IP",0.0,60.0,11.0,,9.67,,-5.44,-5.4,,2.0,,0.6,-0.339,0.034,-0.305
702266,Dylan Lesko,2025,ROK,16,pitching,,insufficient_sample,22 BF (need 60),0.0,22.0,3.0,,,,,,,,,,0.0,0.0,0.0
702266,Dylan Lesko,2026,A,14,pitching,,scored,"120 BF, 27.0 IP",0.0,120.0,21.0,,6.19,,-1.26,-7.1,,4.1,,-0.1,-0.296,-0.018,-0.314
702273,Noah Schultz,2023,A,14,pitching,,scored,"104 BF, 27.0 IP",0.0,104.0,10.0,,3.25,,1.19,-4.7,,3.6,,2.7,-0.113,0.396,0.283
702273,Noah Schultz,2024,AA,12,pitching,,scored,"248 BF, 61.0 IP",0.0,248.0,16.0,,2.62,,1.31,-3.5,,8.5,,3.0,0.499,0.691,1.19
702273,Noah Schultz,2024,A+,13,pitching,,scored,"110 BF, 27.3 IP",0.0,110.0,7.0,,2.11,,1.95,-1.9,,3.8,,2.7,0.19,0.471,0.661
702273,Noah Schultz,2025,AAA,11,pitching,,scored,"77 BF, 16.3 IP",0.0,77.0,5.0,,5.66,,-0.74,-1.5,,2.6,,3.0,0.109,0.106,0.215
702273,Noah Schultz,2025,AA,12,pitching,,scored,"250 BF, 56.7 IP",0.0,250.0,12.0,,4.07,,-0.15,-10.0,,8.5,,3.0,-0.146,0.642,0.496
702273,Noah Schultz,2026,AAA,11,pitching,yes,insufficient_sample,47 BF (need 60),0.0,47.0,3.0,,,,,,,,,,0.0,0.0,0.0
702281,Robby Snelling,2023,AA,12,pitching,,scored,"73 BF, 17.3 IP",0.0,73.0,4.0,,3.77,,0.77,-1.3,,2.5,,3.0,0.12,0.196,0.316
702281,Robby Snelling,2023,A+,13,pitching,,scored,"144 BF, 34.7 IP",0.0,144.0,7.0,,2.73,,1.59,-3.4,,4.9,,3.0,0.148,0.67,0.819
702281,Robby Snelling,2023,A,14,pitching,,scored,"199 BF, 51.7 IP",0.0,199.0,11.0,,2.81,,1.62,-7.7,,6.8,,3.0,-0.095,0.844,0.749
702281,Robby Snelling,2024,AAA,11,pitching,,insufficient_sample,25 BF (need 60),0.0,25.0,1.0,,,,,,,,,,0.0,0.0,0.0
702281,Robby Snelling,2024,AA,12,pitching,,scored,"483 BF, 109.3 IP",0.0,483.0,23.0,,4.58,,-0.64,-22.4,,16.5,,3.0,-0.589,1.239,0.65
702281,Robby Snelling,2025,AAA,11,pitching,,scored,"246 BF, 63.7 IP",0.0,246.0,11.0,,2.76,,2.16,10.0,,8.4,,3.0,1.838,0.414,2.252
702281,Robby Snelling,2025,AA,12,pitching,,scored,"301 BF, 72.3 IP",0.0,301.0,14.0,,3.03,,0.89,-7.1,,10.3,,3.0,0.317,0.82,1.137
702281,Robby Snelling,2026,AAA,11,pitching,yes,scored,"110 BF, 29.0 IP",0.0,110.0,6.0,,3.09,,2.01,4.5,,3.8,,3.0,0.823,0.189,1.011
702284,Cole Young,2022,A,14,hitting,,scored,45 PA,45.0,0.0,10.0,0.406,,0.206,,-0.6,-0.3,1.5,0.2,3.0,0.078,0.205,0.283
702284,Cole Young,2022,ROK,16,hitting,,insufficient_sample,26 PA (need 40),26.0,0.0,7.0,,,,,,,,,,0.0,0.0,0.0
702284,Cole Young,2023,A+,13,hitting,,scored,230 PA,230.0,0.0,48.0,0.385,,0.184,,-3.5,-0.6,7.9,0.7,3.0,0.448,1.291,1.739
702284,Cole Young,2023,A,14,hitting,,scored,376 PA,376.0,0.0,78.0,0.364,,0.172,,-14.2,0.7,12.8,1.2,2.7,0.053,1.518,1.571
702284,Cole Young,2024,AA,12,hitting,,scored,552 PA,552.0,0.0,124.0,0.338,,0.145,,-10.2,0.1,18.9,1.9,3.0,1.059,3.284,4.343
702284,Cole Young,2025,AAA,11,hitting,yes,scored,245 PA,245.0,0.0,54.0,0.373,,0.168,,3.1,-0.0,8.4,0.8,3.0,1.229,0.977,2.206
702518,Jett Williams,2022,ROK,16,hitting,,scored,41 PA,41.0,0.0,10.0,0.346,,0.165,,-2.4,0.4,1.4,0.2,2.0,-0.043,0.097,0.054
702518,Jett Williams,2023,AA,12,hitting,,insufficient_sample,26 PA (need 40),26.0,0.0,6.0,,,,,,,,,,0.0,0.0,0.0
702518,Jett Williams,2023,A+,13,hitting,,scored,162 PA,162.0,0.0,36.0,0.435,,0.226,,1.5,1.2,5.5,0.6,3.0,0.87,0.909,1.779
702518,Jett Williams,2023,A,14,hitting,,scored,346 PA,346.0,0.0,79.0,0.374,,0.18,,-11.7,1.9,11.8,1.2,2.9,0.328,1.536,1.863
702518,Jett Williams,2024,AAA,11,hitting,,insufficient_sample,30 PA (need 40),30.0,0.0,6.0,,,,,,,,,,0.0,0.0,0.0
702518,Jett Williams,2024,AA,12,hitting,,scored,101 PA,101.0,0.0,22.0,0.25,,0.072,,-6.9,-0.3,3.5,0.3,3.0,-0.338,0.601,0.263
702518,Jett Williams,2024,A,14,hitting,,insufficient_sample,17 PA (need 40),17.0,0.0,5.0,,,,,,,,,,0.0,0.0,0.0
702518,Jett Williams,2025,AAA,11,hitting,,scored,151 PA,151.0,0.0,34.0,0.306,,0.112,,-4.7,-0.3,5.2,0.5,3.0,0.07,0.602,0.672
702518,Jett Williams,2025,AA,12,hitting,,scored,421 PA,421.0,0.0,96.0,0.376,,0.175,,0.5,2.4,14.4,1.5,3.0,1.877,2.479,4.356
702518,Jett Williams,2026,AAA,11,hitting,,scored,358 PA,358.0,0.0,80.0,0.321,,0.125,,-7.7,2.0,12.2,1.2,3.0,0.776,1.464,2.24
702548,Brock Porter,2023,A,14,pitching,,scored,"293 BF, 69.3 IP",0.0,293.0,21.0,,3.45,,0.98,-12.8,,10.0,,2.5,-0.279,0.953,0.673
702548,Brock Porter,2024,A+,13,pitching,,insufficient_sample,45 BF (need 60),0.0,45.0,3.0,,,,,,,,,,0.0,0.0,0.0
702548,Brock Porter,2024,ROK,16,pitching,,insufficient_sample,56 BF (need 60),0.0,56.0,5.0,,,,,,,,,,0.0,0.0,0.0
702548,Brock Porter,2025,A+,13,pitching,,insufficient_sample,4 BF (need 60),0.0,4.0,1.0,,,,,,,,,,0.0,0.0,0.0
702548,Brock Porter,2025,A,14,pitching,,scored,"290 BF, 67.7 IP",0.0,290.0,41.0,,5.15,,-0.92,-19.0,,9.9,,0.3,-0.907,0.126,-0.781
702548,Brock Porter,2026,A+,13,pitching,,scored,"247 BF, 53.0 IP",0.0,247.0,16.0,,5.68,,-0.56,-9.1,,8.4,,0.7,-0.062,0.226,0.165
702616,Jackson Holliday,2022,A,14,hitting,,scored,57 PA,57.0,0.0,12.0,0.357,,0.166,,-1.9,-0.1,1.9,0.2,3.0,0.013,0.26,0.273
702616,Jackson Holliday,2022,ROK,16,hitting,,insufficient_sample,33 PA (need 40),33.0,0.0,8.0,,,,,,,,,,0.0,0.0,0.0
702616,Jackson Holliday,2023,AAA,11,hitting,,scored,91 PA,91.0,0.0,18.0,0.357,,0.151,,-0.4,-0.2,3.1,0.3,3.0,0.284,0.386,0.67
702616,Jackson Holliday,2023,AA,12,hitting,,scored,164 PA,164.0,0.0,36.0,0.397,,0.191,,1.3,0.1,5.6,0.6,3.0,0.759,1.088,1.847
702616,Jackson Holliday,2023,A+,13,hitting,,scored,259 PA,259.0,0.0,57.0,0.412,,0.206,,-0.6,0.3,8.8,0.9,3.0,0.948,1.454,2.402
702616,Jackson Holliday,2023,A,14,hitting,,scored,67 PA,67.0,0.0,14.0,0.498,,0.283,,1.1,0.3,2.3,0.2,3.0,0.393,0.303,0.696
702616,Jackson Holliday,2024,AAA,11,hitting,yes,scored,56 PA,56.0,0.0,10.0,0.455,,0.235,,3.7,0.2,1.9,0.2,3.0,0.594,0.225,0.819
703149,Roderick Arias,2023,ROK,16,hitting,,scored,130 PA,130.0,0.0,27.0,0.401,,0.211,,-6.5,0.3,4.4,1.2,1.8,-0.048,0.297,0.249
703149,Roderick Arias,2024,A,14,hitting,,scored,552 PA,552.0,0.0,124.0,0.321,,0.136,,-27.7,1.0,18.9,5.7,2.7,-0.206,2.119,1.914
703149,Roderick Arias,2025,A,14,hitting,,scored,465 PA,465.0,0.0,103.0,0.293,,0.113,,-29.2,1.3,15.9,4.8,1.6,-0.719,1.087,0.369
703149,Roderick Arias,2026,A+,13,hitting,,scored,383 PA,383.0,0.0,90.0,0.34,,0.146,,-13.0,1.0,13.1,4.2,1.9,0.523,1.572,2.095
703601,Max Clark,2023,A,14,hitting,,scored,51 PA,51.0,0.0,11.0,0.275,,0.098,,-3.8,0.1,1.7,-0.3,3.0,-0.222,0.231,0.009
703601,Max Clark,2023,ROK,16,hitting,,scored,56 PA,56.0,0.0,12.0,0.408,,0.217,,-2.7,0.1,1.9,-0.3,2.1,-0.096,0.148,0.052
703601,Max Clark,2024,A+,13,hitting,,scored,157 PA,157.0,0.0,34.0,0.332,,0.142,,-5.4,-0.1,5.4,-0.9,3.0,-0.103,0.84,0.736
703601,Max Clark,2024,A,14,hitting,,scored,333 PA,333.0,0.0,73.0,0.355,,0.165,,-12.1,2.1,11.4,-1.9,2.9,-0.043,1.414,1.371
703601,Max Clark,2025,AA,12,hitting,,scored,203 PA,203.0,0.0,43.0,0.348,,0.152,,-3.0,1.0,6.9,-1.1,3.0,0.379,1.195,1.575
703601,Max Clark,2025,A+,13,hitting,,scored,330 PA,330.0,0.0,68.0,0.383,,0.183,,-3.9,0.9,11.3,-1.8,3.0,0.648,1.755,2.404
703601,Max Clark,2026,AAA,11,hitting,yes,scored,418 PA,418.0,0.0,90.0,0.35,,0.148,,-1.3,2.6,14.3,-2.3,3.0,1.329,1.709,3.038
800050,Chase DeLauter,2023,AA,12,hitting,,insufficient_sample,28 PA (need 40),28.0,0.0,6.0,,,,,,,,,,0.0,0.0,0.0
800050,Chase DeLauter,2023,A+,13,hitting,,scored,176 PA,176.0,0.0,42.0,0.405,,0.201,,-0.9,-0.4,6.0,-1.1,1.9,0.365,0.636,1.001
800050,Chase DeLauter,2023,ROK,16,hitting,,insufficient_sample,38 PA (need 40),38.0,0.0,9.0,,,,,,,,,,0.0,0.0,0.0
800050,Chase DeLauter,2024,AAA,11,hitting,,insufficient_sample,27 PA (need 40),27.0,0.0,6.0,,,,,,,,,,0.0,0.0,0.0
800050,Chase DeLauter,2024,AA,12,hitting,,scored,128 PA,128.0,0.0,30.0,0.33,,0.138,,-2.9,-0.1,4.4,-0.8,2.4,0.052,0.597,0.648
800050,Chase DeLauter,2024,ROK,16,hitting,,insufficient_sample,9 PA (need 40),9.0,0.0,3.0,,,,,,,,,,0.0,0.0,0.0
